id_alumno,educacion_madre,educacion_padre,genero,computadora,internet,matematicas,comprension_lectora,ciencias,cuarto_propio,television,auto,libros,indice_socioeconomico,matematicasCategoria,comprension_lectoraCategoria,cienciasCategoria,indice_socioeconomicoCategoria,rendimiento_general,rendimiento_general_categoria
4605,2,2,0,1,1,298.697,291.894,379.612,1,1,1,1,-1.0249,Bajo,Bajo,Medio,Medio,323.401,Bajo
4606,4,4,0,1,1,351.041,428.75,390.584,1,1,1,2,0.0079,Medio,Medio,Medio,Alto,390.125,Medio
4607,3,5,1,1,1,300.69,295.767,388.485,1,1,1,6,0.2998,Bajo,Bajo,Medio,Alto,328.314,Medio
4608,3,5,0,1,1,378.687,417.984,382.542,0,1,1,3,0.8751,Medio,Medio,Medio,Alto,393.07099999999997,Medio
4609,4,4,1,0,1,461.213,458.964,461.875,1,1,1,1,-1.2388,Medio,Medio,Medio,Medio,460.684,Medio
4610,5,3,1,1,1,269.064,319.215,274.781,1,1,0,1,-1.2154,Bajo,Medio,Bajo,Medio,287.68666666666667,Bajo
4611,5,5,1,1,1,485.516,510.024,530.571,1,1,0,1,0.5737,Medio,Alto,Alto,Alto,508.7036666666666,Alto
4612,5,0,1,0,1,492.41,598.383,556.728,1,1,1,1,1.2829,Medio,Alto,Alto,Alto,549.1736666666667,Alto
4613,5,5,1,1,1,360.394,274.161,365.196,1,1,1,6,1.0493,Medio,Bajo,Medio,Alto,333.25033333333334,Medio
4614,2,5,1,0,0,224.711,264.248,317.661,1,1,0,3,-0.3573,Bajo,Bajo,Medio,Medio,268.87333333333333,Bajo
4615,3,1,1,0,1,309.798,346.529,334.025,1,1,1,2,-2.062,Bajo,Medio,Medio,Medio,330.1173333333333,Medio
4616,4,5,0,1,1,432.493,459.023,422.065,0,1,0,1,0.5705,Medio,Medio,Medio,Alto,437.86033333333336,Medio
4617,4,4,0,1,1,290.118,352.022,342.182,1,1,1,0,-0.2192,Bajo,Medio,Medio,Medio,328.1073333333333,Medio
4618,4,4,0,0,1,530.498,577.915,482.193,0,1,1,1,-1.5185,Alto,Alto,Medio,Medio,530.202,Alto
4619,4,5,0,0,1,590.035,532.43,541.574,1,1,1,1,-0.1624,Alto,Alto,Alto,Medio,554.6796666666665,Alto
4620,3,3,0,0,1,301.307,333.77,356.758,0,0,0,1,-1.0322,Bajo,Medio,Medio,Medio,330.6116666666667,Medio
4621,2,3,1,0,0,427.741,407.732,473.98,0,1,0,0,-2.3896,Medio,Medio,Medio,Bajo,436.4843333333333,Medio
4622,1,4,1,1,1,334.509,290.432,329.275,0,1,0,3,-1.3592,Medio,Bajo,Medio,Medio,318.072,Bajo
4623,3,3,0,0,1,403.531,430.542,454.855,0,1,0,1,-2.3664,Medio,Medio,Medio,Bajo,429.6426666666666,Medio
4624,1,3,0,0,1,421.569,424.283,374.092,1,1,0,2,-1.1246,Medio,Medio,Medio,Medio,406.64799999999997,Medio
4625,2,4,1,1,1,307.373,379.66,327.137,1,1,1,2,-0.6762,Bajo,Medio,Medio,Medio,338.0566666666667,Medio
4626,5,5,0,1,1,435.475,535.177,517.987,1,1,1,3,1.3521,Medio,Alto,Alto,Alto,496.213,Alto
4627,4,4,1,0,1,503.271,610.117,501.804,1,1,1,2,0.1644,Alto,Alto,Alto,Alto,538.3973333333333,Alto
4628,3,1,0,0,1,444.06,417.524,465.335,0,1,0,2,-2.3417,Medio,Medio,Medio,Bajo,442.3063333333334,Medio
4629,4,3,0,0,0,431.919,403.138,493.331,0,0,0,2,-1.6783,Medio,Medio,Alto,Medio,442.796,Medio
4630,4,4,1,1,1,340.685,352.139,321.907,1,1,1,0,0.0854,Medio,Medio,Medio,Alto,338.2436666666667,Medio
4631,3,1,1,0,0,354.185,366.891,305.243,1,1,1,0,-1.8394,Medio,Medio,Bajo,Medio,342.10633333333334,Medio
4632,2,3,0,1,0,364.231,402.262,419.783,0,1,0,3,-2.1643,Medio,Medio,Medio,Medio,395.4253333333333,Medio
4633,4,1,1,0,1,416.207,479.489,401.483,0,1,1,3,-1.1964,Medio,Medio,Medio,Medio,432.393,Medio
4634,4,4,1,1,1,335.466,414.857,341.609,1,1,1,1,1.1856,Medio,Medio,Medio,Alto,363.9773333333333,Medio
4635,4,3,0,0,1,430.874,428.746,448.337,1,1,0,3,-1.1155,Medio,Medio,Medio,Medio,435.98566666666665,Medio
4636,3,3,1,0,0,450.736,490.288,444.723,1,1,0,3,-2.4564,Medio,Medio,Medio,Bajo,461.9156666666667,Medio
4637,4,5,1,0,0,350.598,399.287,349.312,0,1,1,2,-0.8941,Medio,Medio,Medio,Medio,366.39900000000006,Medio
4638,3,3,1,1,1,343.591,403.748,359.589,1,1,0,3,-1.2008,Medio,Medio,Medio,Medio,368.97599999999994,Medio
4639,4,4,0,1,1,484.072,423.368,515.643,1,1,1,2,1.1941,Medio,Medio,Alto,Alto,474.36100000000005,Medio
4640,4,3,1,1,1,348.333,335.248,372.475,0,1,0,0,-1.4078,Medio,Medio,Medio,Medio,352.01866666666666,Medio
4641,5,5,0,1,1,500.4,562.963,553.131,1,1,1,0,0.7804,Alto,Alto,Alto,Alto,538.8313333333332,Alto
4642,4,3,1,0,1,415.09,429.188,416.73,1,1,0,1,-1.3697,Medio,Medio,Medio,Medio,420.336,Medio
4643,3,3,0,0,0,377.346,347.039,352.409,1,1,0,0,-2.6018,Medio,Medio,Medio,Bajo,358.93133333333327,Medio
4644,5,5,0,1,1,433.537,475.417,477.482,1,1,0,2,-0.1705,Medio,Medio,Medio,Medio,462.1453333333333,Medio
4645,5,5,1,1,1,526.953,526.031,545.322,1,1,1,3,0.0741,Alto,Alto,Alto,Alto,532.7686666666667,Alto
4646,4,5,0,0,1,442.702,478.499,515.65,1,1,1,2,0.0883,Medio,Medio,Alto,Alto,478.9503333333334,Alto
4647,4,5,1,0,1,516.612,567.079,585.455,0,1,0,2,-1.3977,Alto,Alto,Alto,Medio,556.382,Alto
4648,3,3,0,0,1,406.961,435.649,424.613,1,1,1,0,-0.5837,Medio,Medio,Medio,Medio,422.40766666666667,Medio
4649,2,2,0,0,1,324.238,277.299,272.373,1,1,1,1,-1.3072,Bajo,Bajo,Bajo,Medio,291.30333333333334,Bajo
4650,4,4,0,0,1,471.542,533.192,462.59,0,1,1,2,0.3535,Medio,Alto,Medio,Alto,489.10799999999995,Alto
4651,3,3,1,0,0,387.481,322.437,370.732,0,1,0,2,-2.6139,Medio,Medio,Medio,Bajo,360.2166666666667,Medio
4652,4,5,1,1,1,435.198,475.317,454.662,1,1,1,3,0.7852,Medio,Medio,Medio,Alto,455.05899999999997,Medio
4653,3,1,1,0,1,316.128,382.64,316.625,0,1,0,0,-2.1559,Bajo,Medio,Medio,Medio,338.46433333333334,Medio
4654,5,5,0,1,1,327.527,315.193,346.608,1,1,1,2,1.1785,Bajo,Bajo,Medio,Alto,329.776,Medio
4655,3,3,0,0,1,322.775,312.852,323.324,1,1,0,0,0.1722,Bajo,Bajo,Medio,Alto,319.6503333333333,Bajo
4656,3,2,1,1,1,380.097,398.08,364.985,1,1,1,2,-1.4074,Medio,Medio,Medio,Medio,381.0539999999999,Medio
4657,5,5,1,1,1,529.43,561.397,522.437,0,1,1,4,0.3246,Alto,Alto,Alto,Alto,537.7546666666667,Alto
4658,3,4,1,0,1,436.416,581.356,478.207,1,1,0,3,-1.0216,Medio,Alto,Medio,Medio,498.6596666666666,Alto
4659,5,2,0,0,0,423.439,491.556,485.937,0,1,0,0,-2.3745,Medio,Medio,Medio,Bajo,466.9773333333333,Medio
4660,4,4,0,0,1,443.556,409.05,375.21,0,1,1,4,-0.4205,Medio,Medio,Medio,Medio,409.272,Medio
4661,3,2,1,1,1,416.681,438.045,422.853,0,1,0,2,-2.1274,Medio,Medio,Medio,Medio,425.85966666666667,Medio
4662,5,3,1,1,1,389.878,369.559,405.256,0,1,1,0,-0.8609,Medio,Medio,Medio,Medio,388.231,Medio
4663,3,3,0,0,1,316.944,368.542,335.521,0,1,1,0,-2.0385,Bajo,Medio,Medio,Medio,340.33566666666667,Medio
4664,3,3,1,0,0,349.98,454.987,383.343,1,1,1,0,-2.276,Medio,Medio,Medio,Bajo,396.1033333333334,Medio
4665,1,2,1,1,1,304.224,339.671,362.483,1,1,1,1,-2.673,Bajo,Medio,Medio,Bajo,335.4593333333333,Medio
4666,3,3,1,0,1,359.066,320.496,372.473,1,1,1,1,-1.573,Medio,Medio,Medio,Medio,350.6783333333333,Medio
4667,3,3,1,0,0,377.357,388.565,429.713,0,1,0,1,-2.4858,Medio,Medio,Medio,Bajo,398.545,Medio
4668,4,4,0,0,1,278.161,319.631,281.083,1,1,0,1,-1.81,Bajo,Medio,Bajo,Medio,292.9583333333333,Bajo
4669,3,4,1,0,1,382.398,311.24,395.486,1,1,1,2,-0.8276,Medio,Bajo,Medio,Medio,363.04133333333334,Medio
4670,2,4,1,0,1,344.081,383.937,258.151,0,0,0,2,-2.0376,Medio,Medio,Bajo,Medio,328.723,Medio
4671,4,0,1,1,1,518.918,531.886,520.735,1,1,1,4,-0.5585,Alto,Alto,Alto,Medio,523.8463333333334,Alto
4672,4,3,0,0,1,353.267,367.309,348.817,1,1,1,1,-1.4909,Medio,Medio,Medio,Medio,356.46433333333334,Medio
4673,5,5,1,0,1,352.754,469.596,377.052,0,1,1,2,1.0704,Medio,Medio,Medio,Alto,399.8006666666667,Medio
4674,3,2,1,0,0,459.491,454.903,454.793,0,1,0,2,-2.4932,Medio,Medio,Medio,Bajo,456.3956666666666,Medio
4675,3,0,1,0,1,316.749,295.639,383.058,0,1,0,2,-2.2122,Bajo,Bajo,Medio,Bajo,331.81533333333334,Medio
4676,3,3,1,1,1,357.809,416.758,395.368,0,1,0,2,-1.7939,Medio,Medio,Medio,Medio,389.9783333333333,Medio
4677,5,4,0,1,1,481.727,466.079,507.251,0,1,1,2,1.0193,Medio,Medio,Alto,Alto,485.019,Alto
4678,4,4,0,0,1,310.285,399.134,282.242,1,1,0,1,-0.193,Bajo,Medio,Bajo,Medio,330.5536666666667,Medio
4679,4,2,0,0,0,313.713,252.559,297.089,0,1,1,1,-1.8673,Bajo,Bajo,Bajo,Medio,287.78700000000003,Bajo
4680,3,3,1,0,1,301.662,380.264,327.74,0,1,0,1,-1.7932,Bajo,Medio,Medio,Medio,336.5553333333333,Medio
4681,5,5,0,0,1,275.635,258.49,366.689,0,1,0,0,0.1954,Bajo,Bajo,Medio,Alto,300.27133333333336,Bajo
4682,2,1,1,0,1,328.351,270.789,310.617,0,1,0,1,-2.8967,Bajo,Bajo,Medio,Bajo,303.25233333333335,Bajo
4683,4,5,1,0,1,297.236,382.985,355.444,0,1,0,0,-0.731,Bajo,Medio,Medio,Medio,345.22166666666664,Medio
4684,3,4,1,0,1,448.94,424.68,446.578,0,1,0,2,-1.7267,Medio,Medio,Medio,Medio,440.066,Medio
4685,2,3,1,0,1,364.643,359.806,355.764,0,1,1,0,-1.9922,Medio,Medio,Medio,Medio,360.07099999999997,Medio
4686,4,3,0,0,1,363.53,347.094,367.779,0,1,1,0,-1.6479,Medio,Medio,Medio,Medio,359.4676666666667,Medio
4687,3,1,1,0,0,439.626,484.261,446.378,0,1,1,0,-2.2286,Medio,Medio,Medio,Bajo,456.75499999999994,Medio
4688,5,5,1,0,1,440.42,516.632,465.461,0,1,1,4,0.8154,Medio,Alto,Medio,Alto,474.171,Medio
4689,4,5,0,0,1,358.405,420.152,375.864,0,1,0,6,-1.9494,Medio,Medio,Medio,Medio,384.807,Medio
4690,3,2,1,0,1,417.035,447.953,411.232,0,1,1,0,-0.8596,Medio,Medio,Medio,Medio,425.4066666666667,Medio
4691,2,4,0,0,1,525.7,477.86,552.567,0,1,0,3,-1.4949,Alto,Medio,Alto,Medio,518.709,Alto
4692,5,5,0,1,1,374.889,403.611,396.308,1,1,1,3,1.1882,Medio,Medio,Medio,Alto,391.60266666666666,Medio
4693,4,4,1,1,1,518.841,539.273,539.895,1,1,1,2,1.0104,Alto,Alto,Alto,Alto,532.6696666666667,Alto
4694,3,5,0,0,1,490.97,550.112,499.668,1,1,1,1,-0.7467,Medio,Alto,Alto,Medio,513.5833333333334,Alto
4695,5,4,1,1,1,433.589,494.804,427.461,0,1,1,1,-0.5483,Medio,Medio,Medio,Medio,451.95133333333337,Medio
4696,5,5,1,0,1,455.596,463.911,511.328,1,1,0,2,0.1821,Medio,Medio,Alto,Alto,476.945,Medio
4697,4,5,0,0,1,456.168,470.756,559.493,1,1,1,3,0.6259,Medio,Medio,Alto,Alto,495.4723333333333,Alto
4698,4,3,1,0,1,315.755,289.838,313.114,0,1,0,0,-1.8103,Bajo,Bajo,Medio,Medio,306.2356666666667,Bajo
4699,3,4,0,0,1,388.62,411.375,410.994,1,1,1,3,-0.6579,Medio,Medio,Medio,Medio,403.663,Medio
4700,3,3,0,1,1,405.706,378.446,492.915,1,1,1,3,-1.6061,Medio,Medio,Alto,Medio,425.689,Medio
4701,2,3,1,0,0,387.483,449.275,420.669,0,1,0,0,-2.7008,Medio,Medio,Medio,Bajo,419.1423333333334,Medio
4702,4,1,0,0,1,369.968,332.782,297.388,1,1,1,0,0.2499,Medio,Medio,Bajo,Alto,333.3793333333333,Medio
4703,4,4,1,0,1,402.605,466.732,461.374,0,1,0,1,-1.9612,Medio,Medio,Medio,Medio,443.57033333333334,Medio
4704,3,4,0,0,0,256.355,258.515,246.036,0,1,1,1,-0.9526,Bajo,Bajo,Bajo,Medio,253.6353333333333,Bajo
4705,4,3,0,0,1,315.025,342.899,360.28,0,1,1,1,-0.7059,Bajo,Medio,Medio,Medio,339.4013333333333,Medio
4706,4,4,0,1,1,500.972,569.875,484.122,1,1,1,1,1.5704,Alto,Alto,Medio,Alto,518.323,Alto
4707,4,5,1,0,1,477.361,461.383,466.196,0,1,1,1,-1.321,Medio,Medio,Medio,Medio,468.31333333333333,Medio
4708,4,4,0,0,1,402.363,460.84,412.2,1,1,1,1,-0.9238,Medio,Medio,Medio,Medio,425.13433333333336,Medio
4709,4,0,0,0,1,347.741,399.421,394.014,1,1,0,2,-0.9939,Medio,Medio,Medio,Medio,380.392,Medio
4710,5,5,0,0,0,338.369,355.824,356.975,1,1,0,1,-0.4868,Medio,Medio,Medio,Medio,350.38933333333335,Medio
4711,4,3,1,0,1,402.113,455.561,390.123,0,1,1,0,-1.5123,Medio,Medio,Medio,Medio,415.93233333333336,Medio
4712,5,3,0,1,1,427.415,525.283,504.099,1,1,0,6,1.2128,Medio,Alto,Alto,Alto,485.599,Alto
4713,3,3,1,0,1,345.467,330.843,344.706,0,1,0,0,-2.5438,Medio,Medio,Medio,Bajo,340.33866666666665,Medio
4714,4,4,1,0,1,531.46,542.147,561.467,1,1,1,3,0.8185,Alto,Alto,Alto,Alto,545.0246666666667,Alto
4715,5,3,0,1,1,519.364,465.398,528.657,1,1,1,1,1.5684,Alto,Medio,Alto,Alto,504.473,Alto
4716,4,4,1,0,1,339.582,369.578,354.787,0,1,0,1,-1.912,Medio,Medio,Medio,Medio,354.64899999999994,Medio
4717,2,2,1,0,0,398.44,313.24,355.485,0,1,0,0,-3.6626,Medio,Bajo,Medio,Bajo,355.72166666666664,Medio
4718,2,2,0,0,1,420.047,472.216,455.666,1,1,1,2,-2.9865,Medio,Medio,Medio,Bajo,449.3096666666667,Medio
4719,4,5,1,0,0,346.149,360.369,403.052,1,1,1,2,0.1317,Medio,Medio,Medio,Alto,369.85666666666674,Medio
4720,4,3,1,0,1,355.172,355.943,375.019,1,1,1,1,-1.4656,Medio,Medio,Medio,Medio,362.04466666666667,Medio
4721,4,4,0,0,1,344.105,366.746,398.45,1,1,1,1,-0.2533,Medio,Medio,Medio,Medio,369.767,Medio
4722,3,3,0,0,0,324.683,248.627,287.508,1,1,1,0,-1.9527,Bajo,Bajo,Bajo,Medio,286.9393333333333,Bajo
4723,3,4,0,1,1,413.166,490.238,441.58,1,1,1,2,-0.3657,Medio,Medio,Medio,Medio,448.328,Medio
4724,5,4,0,1,1,414.609,340.028,438.688,1,1,1,1,0.0062,Medio,Medio,Medio,Alto,397.7749999999999,Medio
4725,4,3,0,1,1,466.512,459.321,461.615,1,1,1,4,-1.0066,Medio,Medio,Medio,Medio,462.4826666666667,Medio
4726,1,4,1,0,1,335.5,343.692,301.058,0,1,0,1,-1.6763,Medio,Medio,Bajo,Medio,326.75,Medio
4727,1,3,0,0,1,433.906,422.295,425.044,0,1,0,1,-2.4601,Medio,Medio,Medio,Bajo,427.08166666666665,Medio
4728,5,4,0,0,1,376.507,450.718,435.905,0,1,1,4,0.7599,Medio,Medio,Medio,Alto,421.04333333333335,Medio
4729,1,3,1,1,1,344.419,392.995,305.762,0,1,0,2,-1.3613,Medio,Medio,Bajo,Medio,347.7253333333333,Medio
4730,4,4,0,0,1,395.66,394.144,415.916,1,1,1,3,-1.2888,Medio,Medio,Medio,Medio,401.9066666666667,Medio
4731,3,5,1,0,1,374.779,389.718,357.192,0,1,0,3,-0.0122,Medio,Medio,Medio,Alto,373.89633333333336,Medio
4732,4,4,1,0,1,377.503,324.09,400.388,1,1,1,1,0.8793,Medio,Medio,Medio,Alto,367.327,Medio
4733,4,3,1,0,1,340.83,385.534,411.518,1,1,1,0,-0.6403,Medio,Medio,Medio,Medio,379.29400000000004,Medio
4734,3,5,0,1,1,483.734,616.43,473.098,0,1,1,2,-0.3841,Medio,Alto,Medio,Medio,524.4206666666666,Alto
4735,2,3,0,0,1,469.18,436.717,432.935,1,1,1,3,-1.7001,Medio,Medio,Medio,Medio,446.2773333333333,Medio
4736,2,1,1,0,1,412.082,440.792,429.686,1,1,1,1,-2.11,Medio,Medio,Medio,Medio,427.52,Medio
4737,3,3,1,0,1,329.291,357.946,349.52,1,1,0,1,-2.1568,Bajo,Medio,Medio,Medio,345.58566666666667,Medio
4738,3,5,0,0,1,363.441,411.093,338.184,1,1,0,1,0.3912,Medio,Medio,Medio,Alto,370.906,Medio
4739,3,3,1,1,1,435.453,414.274,415.03,1,1,1,1,-2.1467,Medio,Medio,Medio,Medio,421.58566666666667,Medio
4740,4,4,0,1,1,443.462,521.292,451.749,0,1,1,0,-0.7501,Medio,Alto,Medio,Medio,472.1676666666667,Medio
4741,4,4,0,0,1,315.324,384.291,364.396,0,1,1,2,-1.1357,Bajo,Medio,Medio,Medio,354.6703333333333,Medio
4742,4,4,0,0,1,412.781,375.902,419.972,1,1,1,1,-1.0231,Medio,Medio,Medio,Medio,402.885,Medio
4743,5,5,1,0,1,297.891,289.023,329.86,1,1,1,4,0.6462,Bajo,Bajo,Medio,Alto,305.59133333333335,Bajo
4744,3,4,1,1,1,452.934,490.13,433.226,1,1,1,3,-0.5561,Medio,Medio,Medio,Medio,458.7633333333333,Medio
4745,3,5,1,1,1,382.143,402.969,404.508,1,1,1,3,0.6541,Medio,Medio,Medio,Alto,396.53999999999996,Medio
4746,4,4,1,0,1,370.338,401.116,382.53,0,1,1,3,-1.02,Medio,Medio,Medio,Medio,384.6613333333333,Medio
4747,3,3,1,0,1,376.225,404.439,356.543,0,1,0,2,-2.2623,Medio,Medio,Medio,Bajo,379.06899999999996,Medio
4748,4,4,1,1,1,450.511,495.243,436.564,1,1,1,1,0.6772,Medio,Medio,Medio,Alto,460.7726666666667,Medio
4749,4,4,1,1,1,363.33,354.223,346.817,1,1,1,1,-0.9202,Medio,Medio,Medio,Medio,354.78999999999996,Medio
4750,3,4,1,0,1,409.433,476.658,437.002,1,1,1,3,0.0336,Medio,Medio,Medio,Alto,441.031,Medio
4751,3,4,1,0,1,346.492,399.644,406.829,0,1,0,1,-1.1697,Medio,Medio,Medio,Medio,384.32166666666666,Medio
4752,5,4,1,0,1,490.915,554.812,513.819,0,1,1,2,0.6989,Medio,Alto,Alto,Alto,519.8486666666666,Alto
4753,2,1,0,0,1,356.182,336.991,346.792,1,1,1,3,-2.4791,Medio,Medio,Medio,Bajo,346.655,Medio
4754,4,4,1,1,1,492.95,561.841,528.118,1,1,1,2,-0.2519,Medio,Alto,Alto,Medio,527.6363333333334,Alto
4755,2,3,1,0,0,326.438,356.395,335.509,0,1,0,1,-2.0719,Bajo,Medio,Medio,Medio,339.44733333333335,Medio
4756,4,4,1,0,1,424.366,412.92,432.474,0,1,1,2,-0.8678,Medio,Medio,Medio,Medio,423.25333333333333,Medio
4757,4,4,0,0,1,559.738,591.033,522.295,1,1,1,3,-0.403,Alto,Alto,Alto,Medio,557.6886666666668,Alto
4758,3,2,1,0,1,362.923,381.859,404.719,0,1,0,1,-2.4903,Medio,Medio,Medio,Bajo,383.167,Medio
4759,4,3,1,0,1,414.316,379.035,453.236,1,1,1,3,-1.0698,Medio,Medio,Medio,Medio,415.529,Medio
4760,5,4,0,1,1,470.646,496.914,471.382,1,1,1,2,-1.0481,Medio,Alto,Medio,Medio,479.64733333333334,Alto
4761,5,5,0,0,1,478.903,450.792,485.652,1,1,1,1,-0.3451,Medio,Medio,Medio,Medio,471.7823333333333,Medio
4762,3,5,1,1,1,296.649,355.118,331.569,1,1,1,0,-0.2732,Bajo,Medio,Medio,Medio,327.77866666666665,Medio
4763,3,3,1,1,1,300.728,395.351,301.832,0,1,1,0,-1.2569,Bajo,Medio,Bajo,Medio,332.637,Medio
4764,1,0,1,0,1,347.289,371.435,351.722,1,1,0,1,-3.5644,Medio,Medio,Medio,Bajo,356.8153333333333,Medio
4765,4,5,1,0,1,489.585,526.801,552.777,1,1,1,3,1.0361,Medio,Alto,Alto,Alto,523.0543333333334,Alto
4766,2,3,1,0,1,353.974,340.257,367.267,1,1,0,0,-1.8579,Medio,Medio,Medio,Medio,353.8326666666667,Medio
4767,2,3,0,0,0,339.624,396.928,365.966,1,1,0,2,-1.0863,Medio,Medio,Medio,Medio,367.50600000000003,Medio
4768,2,0,0,0,0,296.229,182.219,278.498,1,1,1,1,-2.3399,Bajo,Bajo,Bajo,Bajo,252.3153333333333,Bajo
4769,2,4,0,0,1,352.225,330.987,381.508,0,1,0,1,-1.2086,Medio,Medio,Medio,Medio,354.9066666666667,Medio
4770,4,4,1,1,1,420.559,424.414,398.624,0,1,1,2,0.4308,Medio,Medio,Medio,Alto,414.5323333333333,Medio
4771,5,5,1,0,1,444.243,471.906,432.217,0,1,1,1,0.7162,Medio,Medio,Medio,Alto,449.45533333333333,Medio
4772,5,5,1,0,1,504.587,586.882,543.435,1,1,1,4,1.0677,Alto,Alto,Alto,Alto,544.968,Alto
4773,5,5,1,0,1,277.703,426.196,367.059,1,1,1,3,-0.2488,Bajo,Medio,Medio,Medio,356.98600000000005,Medio
4774,5,3,1,0,1,361.128,468.411,408.917,0,1,0,1,-1.3535,Medio,Medio,Medio,Medio,412.8186666666666,Medio
4775,4,2,1,1,1,404.027,452.139,408.681,1,1,0,0,-0.9032,Medio,Medio,Medio,Medio,421.61566666666664,Medio
4776,0,3,0,0,1,297.078,278.196,252.109,1,0,0,0,-1.1506,Bajo,Bajo,Bajo,Medio,275.7943333333333,Bajo
4777,3,4,1,0,1,366.074,405.521,366.429,1,1,1,3,-1.6436,Medio,Medio,Medio,Medio,379.3413333333333,Medio
4778,4,4,0,1,1,516.847,564.655,574.489,1,1,1,3,1.0572,Alto,Alto,Alto,Alto,551.997,Alto
4779,3,2,1,0,1,374.094,386.125,388.71,1,1,1,1,-1.9816,Medio,Medio,Medio,Medio,382.97633333333334,Medio
4780,3,4,1,0,1,276.916,373.34,338.094,0,1,0,2,-1.4943,Bajo,Medio,Medio,Medio,329.45,Medio
4781,4,4,0,1,1,460.597,377.17,466.635,1,1,1,2,0.7406,Medio,Medio,Medio,Alto,434.8006666666667,Medio
4782,3,4,1,0,1,489.621,535.391,453.125,0,1,1,1,-0.2044,Medio,Alto,Medio,Medio,492.71233333333333,Alto
4783,3,3,1,0,1,479.007,442.885,463.108,0,1,1,0,-1.9991,Medio,Medio,Medio,Medio,461.6666666666667,Medio
4784,2,2,0,0,1,334.834,381.774,299.795,0,1,0,1,-2.6801,Medio,Medio,Bajo,Bajo,338.801,Medio
4785,3,3,0,0,1,329.917,361.593,357.499,1,1,1,1,-1.4919,Bajo,Medio,Medio,Medio,349.66966666666667,Medio
4786,4,1,1,0,0,393.018,383.732,425.319,0,1,0,3,-1.2809,Medio,Medio,Medio,Medio,400.68966666666665,Medio
4787,2,4,1,1,1,440.698,518.193,444.557,0,1,0,3,-0.2843,Medio,Alto,Medio,Medio,467.816,Medio
4788,5,5,1,1,1,375.003,525.075,444.963,1,1,1,3,0.6758,Medio,Alto,Medio,Alto,448.347,Medio
4789,3,3,1,1,1,233.734,280.52,311.858,0,1,1,3,-1.2429,Bajo,Bajo,Medio,Medio,275.3706666666667,Bajo
4790,3,3,1,0,0,325.399,360.301,339.112,1,1,1,1,-2.0956,Bajo,Medio,Medio,Medio,341.60400000000004,Medio
4791,4,5,0,0,0,404.956,519.925,433.047,0,0,0,1,-1.9453,Medio,Alto,Medio,Medio,452.6426666666666,Medio
4792,5,5,0,1,1,513.212,535.798,607.105,1,1,1,3,1.4009,Alto,Alto,Alto,Alto,552.0383333333333,Alto
4793,4,4,1,1,1,469.692,565.951,510.507,0,1,0,2,-0.6739,Medio,Alto,Alto,Medio,515.3833333333333,Alto
4794,4,4,0,0,1,438.823,536.747,461.864,1,1,1,2,-0.719,Medio,Alto,Medio,Medio,479.14466666666664,Alto
4795,3,4,0,0,1,394.755,420.225,424.341,1,1,1,1,-1.4774,Medio,Medio,Medio,Medio,413.10699999999997,Medio
4796,4,3,1,0,1,308.636,382.568,353.909,0,1,0,0,-1.6862,Bajo,Medio,Medio,Medio,348.3709999999999,Medio
4797,3,2,1,1,1,382.609,474.118,383.464,1,1,1,1,-1.5857,Medio,Medio,Medio,Medio,413.397,Medio
4798,4,4,0,1,1,384.472,343.075,414.691,0,1,1,2,-0.6058,Medio,Medio,Medio,Medio,380.74600000000004,Medio
4799,4,4,1,1,0,352.835,314.026,336.433,1,1,0,1,0.6163,Medio,Bajo,Medio,Alto,334.4313333333333,Medio
4800,5,3,1,0,1,378.263,430.938,397.642,0,1,1,2,-0.9896,Medio,Medio,Medio,Medio,402.281,Medio
4801,2,2,1,0,1,341.222,364.015,358.886,0,1,0,3,-2.5677,Medio,Medio,Medio,Bajo,354.7076666666667,Medio
4802,3,3,0,0,1,428.552,491.982,487.346,0,0,1,2,-2.159,Medio,Medio,Medio,Medio,469.29333333333335,Medio
4803,3,3,1,0,1,343.232,416.254,422.187,0,1,1,0,-2.4076,Medio,Medio,Medio,Bajo,393.8910000000001,Medio
4804,4,3,0,0,1,383.971,405.206,415.176,0,1,0,2,-0.937,Medio,Medio,Medio,Medio,401.451,Medio
4805,5,2,1,0,0,334.865,336.008,368.662,0,1,1,3,-0.3751,Medio,Medio,Medio,Medio,346.5116666666667,Medio
4806,5,4,1,0,1,479.978,567.067,540.759,0,1,1,2,0.0374,Medio,Alto,Alto,Alto,529.268,Alto
4807,5,0,1,1,1,240.19,267.826,276.273,1,1,1,1,-0.5278,Bajo,Bajo,Bajo,Medio,261.42966666666666,Bajo
4808,3,1,1,0,1,384.203,403.465,352.89,1,1,1,2,-1.5095,Medio,Medio,Medio,Medio,380.186,Medio
4809,3,4,1,0,1,324.315,383.517,343.602,0,1,1,1,0.0568,Bajo,Medio,Medio,Alto,350.478,Medio
4810,3,3,1,1,1,365.051,362.558,406.744,1,1,1,2,0.9004,Medio,Medio,Medio,Alto,378.1176666666667,Medio
4811,3,5,1,1,1,441.446,473.643,474.512,0,1,0,2,-0.8261,Medio,Medio,Medio,Medio,463.2003333333333,Medio
4812,3,4,0,0,1,257.98,177.538,248.636,0,1,1,1,-0.7436,Bajo,Bajo,Bajo,Medio,228.05133333333333,Bajo
4813,5,3,0,0,1,316.776,367.475,306.423,1,1,1,3,0.9476,Bajo,Medio,Bajo,Alto,330.2246666666667,Medio
