id_alumno,educacion_madre,educacion_padre,genero,computadora,internet,matematicas,comprension_lectora,ciencias,cuarto_propio,television,auto,libros,indice_socioeconomico
5484,primaria,primaria,1,0,1,356.994,407.93,352.625,0,1,0,1,-3.0306
5485,bachillerato,bachillerato,1,1,1,446.672,511.004,484.168,1,1,1,3,-0.0278
5486,bachillerato tecnico,secundaria,0,0,1,405.151,473.419,432.454,1,1,1,3,0.0551
5487,secundaria,primaria,1,0,1,375.117,431.552,491.794,1,1,1,3,-2.1318
5488,bachillerato tecnico,bachillerato tecnico,1,0,1,266.119,203.767,262.851,1,1,1,1,-0.4332
5489,secundaria,secundaria,0,0,1,332.144,401.537,383.003,1,1,1,1,-1.0858
5490,secundaria,secundaria,1,0,0,382.531,213.626,254.421,1,1,1,0,-2.3834
5491,menos que primaria,menos que primaria,1,0,1,407.618,464.713,390.864,0,1,0,1,-3.5952
5492,secundaria,secundaria,0,1,1,426.222,449.581,476.845,1,1,0,3,-0.8729
5493,bachillerato,bachillerato tecnico,0,0,1,442.793,402.928,481.797,1,1,1,1,0.3886
5494,bachillerato,bachillerato,0,0,1,529.002,516.924,537.57,1,1,1,1,1.2736
5495,primaria,menos que primaria,1,0,1,406.447,392.187,398.303,0,1,0,1,-2.7441
5496,primaria,menos que primaria,1,0,1,282.84,326.472,324.171,0,1,0,0,-2.6881
5497,bachillerato,secundaria,0,1,1,459.613,496.181,465.5,0,1,1,4,-0.8282
5498,bachillerato tecnico,bachillerato tecnico,1,0,1,504.285,523.174,462.595,1,1,1,3,0.3912
5499,bachillerato,secundaria,1,1,1,467.509,525.724,503.552,1,1,1,2,0.1051
5500,primaria,primaria,1,1,0,342.827,373.925,308.931,1,1,1,1,-0.7409
5501,bachillerato,bachillerato,0,1,1,525.04,459.432,439.688,0,1,1,3,0.1355
5502,secundaria,bachillerato tecnico,1,1,1,485.165,546.892,547.44,1,1,1,3,0.2731
5503,bachillerato,bachillerato,0,0,1,348.693,395.797,383.78,0,1,0,0,-1.2252
5504,bachillerato,bachillerato,0,1,1,460.808,537.496,561.012,1,1,1,1,0.9469
5505,secundaria,secundaria,0,0,1,431.891,475.514,455.858,0,1,0,1,-1.1949
5506,bachillerato,bachillerato tecnico,0,0,1,326.446,409.426,377.838,0,1,1,1,0.1719
5507,primaria,bachillerato tecnico,1,0,1,390.133,396.819,424.57,1,1,1,2,-1.1138
5508,bachillerato,bachillerato,0,0,1,267.152,323.215,445.987,0,1,0,0,-0.6732
5509,primaria,bachillerato,0,0,1,359.733,438.274,443.761,0,1,0,2,-0.4963
5510,primaria,primaria,1,0,0,322.705,352.479,355.013,0,1,0,1,-3.3797
5511,secundaria,secundaria,1,0,1,372.721,320.587,393.987,1,1,0,0,-2.519
5512,menos que primaria,primaria,0,0,0,314.186,207.332,258.454,1,1,0,1,-0.039
5513,secundaria,secundaria,0,1,1,351.146,355.8,391.618,1,1,0,3,-1.7599
5514,primaria,secundaria,0,0,1,338.101,323.345,259.829,1,1,0,0,-1.4967
5515,secundaria,bachillerato,0,0,1,401.292,489.521,411.695,1,1,1,3,0.5809
5516,secundaria,bachillerato,0,1,1,391.3,441.992,374.435,0,1,1,1,-0.452
5517,secundaria,primaria,1,0,1,331.729,272.47,349.558,0,1,1,0,-1.7977
5518,bachillerato,sin informacion,1,0,1,480.724,378.895,492.699,1,0,0,3,0.1633
5519,bachillerato,bachillerato,1,1,1,420.541,418.96,411.269,1,1,1,2,-0.6523
5520,secundaria,bachillerato,1,1,1,392.12,514.89,399.474,1,1,1,2,-0.5901
5521,secundaria,sin informacion,1,0,0,367.362,378.647,428.23,0,1,1,2,-2.4931
5522,primaria,primaria,0,0,1,384.896,353.386,352.624,0,1,0,0,-2.9144
5523,secundaria,secundaria,1,0,1,297.437,287.831,298.765,0,1,0,2,-2.0271
5524,secundaria,bachillerato,1,1,1,408.855,409.54,408.885,1,1,1,1,-0.3041
5525,bachillerato,bachillerato tecnico,0,0,0,359.805,397.88,376.058,0,1,0,1,-0.2996
5526,primaria,secundaria,0,0,1,360.404,426.935,408.949,1,1,0,2,-1.916
5527,secundaria,secundaria,1,0,1,301.379,348.944,340.962,0,1,1,6,-1.5433
5528,primaria,bachillerato,1,0,1,410.443,437.617,434.626,1,1,0,2,0.141
5529,bachillerato,bachillerato,0,1,1,463.014,563.247,498.996,1,1,1,3,0.7076
5530,bachillerato,sin informacion,0,1,1,311.696,257.517,351.865,1,1,1,1,0.1025
5531,bachillerato,bachillerato,1,0,1,384.093,492.653,314.15,0,1,0,0,-0.859
5532,secundaria,bachillerato,1,0,1,317.759,336.686,358.365,0,1,1,0,-1.0244
5533,primaria,bachillerato,0,1,1,465.051,437.762,462.14,0,1,1,1,-0.0901
5534,bachillerato tecnico,bachillerato,1,0,1,429.87,461.86,421.73,0,0,0,2,0.2215
5535,bachillerato,bachillerato tecnico,1,1,1,454.594,499.598,423.514,1,1,1,3,-0.1486
5536,secundaria,secundaria,1,0,1,319.54,284.927,310.219,1,1,0,0,-0.328
5537,secundaria,bachillerato,0,0,1,503.434,524.317,533.851,0,1,0,1,0.2452
5538,secundaria,secundaria,0,0,1,342.846,372.487,392.971,0,1,1,1,-1.4134
5539,primaria,secundaria,1,0,1,408.686,528.667,474.762,0,1,0,3,-2.0612
5540,bachillerato,primaria,0,1,1,394.32,383.032,403.469,1,1,0,1,-0.4918
5541,secundaria,secundaria,0,0,0,422.121,402.983,469.03,0,1,1,1,-2.0628
5542,menos que primaria,menos que primaria,0,0,1,356.454,328.642,322.409,0,1,0,1,-3.5477
5543,bachillerato,bachillerato,1,0,1,498.579,443.219,482.583,1,1,1,3,0.9628
5544,secundaria,secundaria,1,1,1,482.956,535.267,574.878,0,1,1,3,-1.7066
5545,bachillerato tecnico,bachillerato,1,1,1,424.938,495.354,499.742,1,1,1,3,0.4796
5546,bachillerato tecnico,bachillerato tecnico,1,1,1,533.421,520.835,539.321,1,1,0,3,-0.235
5547,secundaria,bachillerato tecnico,0,0,1,478.031,515.557,491.799,0,1,1,2,-0.2594
5548,menos que primaria,secundaria,1,0,1,473.285,452.93,420.414,1,1,1,1,-2.0562
5549,menos que primaria,bachillerato,1,0,0,284.812,359.99,358.367,1,1,0,1,-0.3326
5550,bachillerato tecnico,bachillerato tecnico,0,1,1,390.994,451.668,457.717,1,1,1,3,0.5777
5551,secundaria,secundaria,1,0,1,335.978,406.126,365.553,0,1,1,2,-1.5101
5552,bachillerato tecnico,primaria,0,0,0,369.057,316.607,454.7,1,1,0,0,-0.419
5553,primaria,primaria,1,0,0,313.201,360.466,251.68,1,1,1,4,-2.9489
5554,primaria,secundaria,1,1,0,314.092,342.857,318.122,1,1,1,1,-1.7234
5555,bachillerato,bachillerato tecnico,0,0,1,533.869,642.536,550.972,1,1,1,4,0.7699
5556,bachillerato,secundaria,1,1,1,329.354,293.601,345.922,1,1,1,1,-1.5556
5557,sin informacion,sin informacion,0,0,0,367.987,307.805,404.586,1,1,1,1,-0.99105
5558,secundaria,secundaria,0,0,1,317.848,282.317,376.014,0,1,1,1,-2.4143
5559,primaria,secundaria,1,0,1,400.529,470.03,462.324,1,1,1,3,-0.9315
5560,bachillerato,sin informacion,1,0,1,335.225,462.209,356.603,1,1,0,3,-0.4249
5561,bachillerato,bachillerato tecnico,0,0,1,509.43,534.841,500.388,0,1,1,3,1.2273
5562,secundaria,bachillerato,1,0,1,390.115,346.442,423.949,0,1,1,2,-1.4309
5563,bachillerato,bachillerato tecnico,1,0,1,398.783,459.557,430.481,0,1,1,4,-0.3329
5564,bachillerato,primaria,0,0,1,440.163,401.765,497.357,0,0,0,1,-1.912
5565,bachillerato tecnico,bachillerato,1,0,1,495.232,614.164,532.991,0,1,1,3,1.1185
5566,primaria,menos que primaria,1,0,0,275.071,298.247,245.907,1,1,1,4,-2.7001
5567,bachillerato tecnico,bachillerato,0,0,1,429.445,468.408,501.741,0,1,1,3,-0.1531
5568,bachillerato,bachillerato,1,0,0,316.247,347.288,361.574,0,1,0,0,-1.7047
5569,secundaria,primaria,1,0,0,306.847,339.848,307.204,1,1,1,2,-2.6731
5570,secundaria,secundaria,0,1,1,341.074,300.351,395.838,0,1,1,1,-0.7976
5571,secundaria,sin informacion,1,0,1,287.372,319.258,347.235,0,1,0,1,-2.4436
5572,bachillerato,bachillerato,0,1,1,436.485,453.345,427.658,1,1,1,2,0.0958
5573,bachillerato tecnico,secundaria,0,0,1,343.878,319.464,346.767,0,1,1,1,-1.2349
5574,secundaria,primaria,0,0,1,314.822,294.058,365.718,1,1,0,3,-1.0409
5575,bachillerato,bachillerato,0,1,1,307.793,330.074,352.037,1,1,1,2,0.5704
5576,secundaria,bachillerato,0,0,1,348.225,464.44,429.935,0,1,1,1,-1.1606
5577,bachillerato,bachillerato tecnico,1,0,1,511.499,518.548,488.329,1,1,1,3,0.6972
5578,secundaria,secundaria,1,0,0,304.726,304.485,268.759,0,1,0,2,-2.1356
5579,bachillerato,bachillerato,0,0,0,446.589,465.601,473.129,1,1,1,6,0.7539
5580,bachillerato,bachillerato,0,0,1,417.0,465.884,473.166,0,1,0,3,0.364
5581,primaria,bachillerato tecnico,1,0,1,405.484,457.563,469.965,0,1,0,0,-0.6042
5582,bachillerato,bachillerato,0,1,1,335.261,379.485,328.103,1,1,1,1,-0.7498
5583,bachillerato,bachillerato,0,1,1,385.694,449.093,451.697,1,1,1,3,0.9599
5584,secundaria,secundaria,0,1,1,369.503,403.656,367.317,0,1,0,1,-1.7984
5585,secundaria,sin informacion,1,0,1,410.641,484.145,471.669,0,1,1,0,-1.9433
5586,bachillerato tecnico,bachillerato,0,1,1,480.794,465.307,490.328,0,1,0,2,0.1896
5587,bachillerato,bachillerato,0,1,1,519.766,516.427,524.966,1,1,1,2,0.7289
5588,bachillerato,bachillerato,0,0,1,302.712,342.061,341.962,1,1,1,3,-0.4392
5589,primaria,secundaria,1,0,1,298.12,417.449,311.36,0,1,0,3,-2.1978
5590,secundaria,bachillerato,1,0,1,352.299,426.721,384.656,0,1,0,1,-0.725
5591,secundaria,primaria,0,0,1,450.789,494.001,458.9,0,1,0,2,-2.2148
5592,bachillerato,bachillerato tecnico,0,0,1,364.169,388.793,423.844,0,1,1,0,-1.75
5593,secundaria,bachillerato,0,1,1,383.707,444.13,443.037,0,1,1,4,-0.4266
5594,bachillerato tecnico,bachillerato tecnico,0,1,1,433.451,447.195,486.925,1,1,1,4,1.7155
5595,bachillerato tecnico,bachillerato,0,0,1,425.486,375.693,389.085,0,1,1,3,0.8526
5596,bachillerato tecnico,bachillerato tecnico,1,0,1,549.519,575.583,635.316,1,1,1,1,-0.0941
5597,bachillerato,secundaria,1,0,1,450.471,505.725,459.456,1,1,0,3,-0.8862
5598,bachillerato,secundaria,0,1,1,439.037,488.273,457.059,1,1,0,3,-0.7046
5599,bachillerato tecnico,bachillerato tecnico,0,0,1,389.518,405.619,435.514,0,1,1,1,-0.4334
5600,secundaria,secundaria,0,0,0,410.354,331.6,373.248,1,1,1,0,-1.9164
5601,bachillerato,bachillerato,1,0,0,462.471,570.758,542.5,0,1,0,1,-1.3281
5602,secundaria,secundaria,1,1,1,326.575,360.24,357.638,1,1,1,1,-0.6146
5603,bachillerato,bachillerato,1,1,1,495.371,485.235,505.737,1,1,1,2,-1.3989
5604,bachillerato tecnico,bachillerato tecnico,0,1,1,377.762,420.02,372.535,1,1,1,0,-0.6028
5605,bachillerato,bachillerato,0,1,1,560.669,552.17,545.457,0,1,0,0,-0.4979
5606,bachillerato,bachillerato,0,1,1,318.544,276.648,323.89,1,1,0,1,-0.5439
5607,secundaria,secundaria,0,0,1,583.512,536.006,533.524,1,1,0,1,-1.8394
5608,bachillerato,secundaria,1,0,1,457.65,531.474,467.581,0,1,1,0,-1.4627
5609,secundaria,secundaria,0,0,1,402.271,405.58,390.587,0,1,1,0,-2.1161
5610,secundaria,secundaria,1,0,1,398.993,433.271,419.538,1,1,1,1,-1.9049
5611,bachillerato tecnico,bachillerato,1,0,1,393.599,480.143,477.62,1,1,1,3,-0.9308
5612,primaria,secundaria,0,0,1,339.25,327.164,411.861,0,1,1,1,-0.8371
5613,bachillerato,secundaria,1,1,1,332.692,412.577,363.558,1,1,1,1,0.4545
5614,menos que primaria,menos que primaria,1,0,1,474.892,505.929,445.551,1,0,1,1,-3.576
5615,bachillerato,bachillerato tecnico,0,0,1,551.101,601.105,557.099,1,1,1,2,0.4387
5616,bachillerato,bachillerato,0,0,1,514.317,433.23,451.919,1,1,1,2,-1.5074
5617,primaria,bachillerato,1,1,1,375.964,395.127,358.273,1,1,1,0,-1.1072
5618,bachillerato,bachillerato,1,0,1,487.169,501.128,504.494,1,1,1,0,-1.2623
5619,secundaria,secundaria,0,0,0,375.029,493.852,400.015,0,1,0,0,-2.4318
5620,bachillerato,secundaria,0,0,1,359.827,441.02,317.737,1,1,1,1,-1.2552
5621,secundaria,primaria,0,0,1,459.021,431.071,491.764,1,1,0,2,-2.1241
5622,bachillerato,bachillerato,1,0,1,340.96,358.37,305.53,1,1,1,0,-1.0246
5623,bachillerato tecnico,bachillerato tecnico,1,1,1,286.393,264.601,249.583,1,1,0,3,-0.2756
5624,secundaria,bachillerato,0,1,1,431.812,399.686,462.784,0,1,0,4,-0.5284
5625,bachillerato,bachillerato,0,1,1,608.035,587.373,565.997,1,1,1,6,1.283
5626,bachillerato tecnico,bachillerato,0,0,1,360.506,426.879,411.062,1,1,1,0,-0.9423
5627,bachillerato,bachillerato,1,0,1,223.543,262.366,295.479,0,1,0,1,-1.0675
5628,primaria,bachillerato,1,0,0,386.112,349.883,404.176,0,1,0,2,-1.8998
5629,bachillerato,secundaria,0,0,1,497.604,585.796,524.581,1,1,1,2,0.3851
5630,primaria,primaria,0,0,0,316.412,284.059,307.646,0,1,0,1,-2.8653
5631,secundaria,secundaria,0,0,1,496.858,458.652,496.049,1,1,1,1,-1.8357
5632,bachillerato tecnico,bachillerato tecnico,1,0,1,472.492,522.645,492.306,0,1,1,2,0.7563
5633,bachillerato tecnico,bachillerato,0,1,1,538.607,509.136,438.127,1,1,1,1,-0.0707
5634,menos que primaria,secundaria,0,0,1,411.31,361.5,374.685,1,1,1,3,-1.2494
5635,secundaria,secundaria,1,1,1,399.61,432.449,434.63,0,1,1,1,-1.9807
5636,secundaria,primaria,1,0,1,365.352,387.7,362.767,1,1,1,1,-2.0792
5637,secundaria,menos que primaria,1,0,0,360.406,368.237,369.923,0,1,0,0,-2.9544
5638,bachillerato,bachillerato,1,1,1,354.869,346.235,342.078,0,1,1,1,-0.124
5639,bachillerato,bachillerato,1,0,1,402.195,427.801,428.475,1,1,1,3,1.0678
5640,secundaria,secundaria,1,0,0,317.861,330.06,367.285,0,1,0,1,-2.1919
5641,secundaria,secundaria,0,0,1,440.804,417.791,470.97,1,1,1,0,-2.0058
5642,secundaria,primaria,1,0,1,318.07,328.281,295.788,1,0,1,0,-2.3004
5643,secundaria,bachillerato,1,0,1,290.648,220.723,311.02,0,1,0,3,-1.7827
5644,bachillerato tecnico,bachillerato tecnico,0,0,1,459.104,488.681,467.738,1,1,1,1,0.6311
5645,bachillerato,bachillerato,1,0,1,322.304,296.97,330.944,1,1,1,2,-1.0597
5646,bachillerato,bachillerato,0,0,1,413.739,498.202,435.608,0,1,0,3,-0.8768
5647,bachillerato,bachillerato tecnico,1,0,1,402.234,461.284,406.815,1,1,1,4,0.1762
5648,secundaria,secundaria,1,0,1,284.479,374.407,338.393,0,1,0,0,-2.3971
5649,bachillerato tecnico,primaria,1,0,0,392.52,348.658,455.085,1,1,1,2,-1.0796
5650,bachillerato,bachillerato tecnico,0,0,1,524.771,585.619,565.805,1,1,1,2,0.0976
5651,secundaria,primaria,0,1,1,379.655,450.206,441.824,1,1,1,1,-1.6735
5652,bachillerato,menos que primaria,1,0,1,375.193,440.396,388.118,1,1,0,2,-1.7286
5653,secundaria,secundaria,1,1,1,525.684,517.154,448.883,0,1,1,2,-0.7125
5654,secundaria,sin informacion,1,0,1,302.644,340.621,305.655,0,1,1,0,-1.5824
5655,sin informacion,sin informacion,0,1,1,349.154,323.549,324.027,1,1,0,0,-0.4716
5656,secundaria,primaria,0,0,1,495.828,469.61,458.053,1,1,1,3,-1.3189
5657,secundaria,secundaria,1,0,0,317.489,374.478,260.7,0,1,0,0,-1.5913
5658,primaria,primaria,0,0,0,342.218,264.788,253.434,1,1,0,0,-1.9405
5659,bachillerato,secundaria,1,1,1,398.961,471.271,424.082,0,1,1,1,-0.5913
5660,bachillerato,bachillerato,1,0,0,300.77,376.961,383.434,0,1,1,1,-0.0232
5661,secundaria,secundaria,1,0,1,373.146,429.473,324.071,0,1,0,2,-2.2344
5662,bachillerato,secundaria,0,0,1,511.665,555.714,580.571,1,1,1,2,0.2716
5663,bachillerato,bachillerato,1,0,1,350.522,325.191,312.356,1,1,1,3,-1.5136
5664,secundaria,secundaria,1,0,0,281.787,338.795,292.975,1,1,1,1,-2.4489
5665,bachillerato,bachillerato,1,1,1,341.059,369.247,357.821,0,1,1,4,0.1946
5666,secundaria,secundaria,1,0,0,347.928,379.412,328.505,0,1,1,1,-2.3292
5667,bachillerato tecnico,bachillerato tecnico,1,0,1,442.35,454.26,426.414,1,1,1,1,0.4375
5668,secundaria,secundaria,1,0,1,365.131,405.329,350.391,1,1,1,1,0.4744
5669,bachillerato,bachillerato,0,0,1,463.418,497.109,536.917,1,1,1,4,-0.0969
5670,bachillerato,bachillerato,1,1,1,351.668,358.208,341.497,0,1,1,1,0.2891
5671,secundaria,secundaria,0,0,1,350.396,442.633,407.15,1,1,0,0,-1.5687
5672,bachillerato,bachillerato,1,1,1,286.513,326.198,340.25,0,1,1,1,0.4067
5673,bachillerato,secundaria,0,0,1,452.485,452.847,435.001,0,1,0,1,-1.1877
5674,bachillerato,bachillerato,1,1,1,358.542,442.295,414.546,1,1,0,3,-0.6769
5675,bachillerato tecnico,bachillerato tecnico,1,1,1,495.789,538.761,501.347,1,1,1,3,1.1148
5676,bachillerato,bachillerato,0,0,1,364.156,335.425,373.61,0,1,1,3,0.1407
5677,bachillerato,menos que primaria,0,0,1,345.466,361.518,383.451,1,1,1,1,0.3916
5678,bachillerato,secundaria,0,0,1,407.73,437.495,469.549,1,1,1,2,-1.1621
5679,secundaria,primaria,1,0,1,403.681,446.787,439.549,1,1,1,2,-2.0328
5680,primaria,bachillerato,0,0,1,372.877,352.727,424.847,1,1,1,3,-0.3152
5681,menos que primaria,secundaria,1,1,1,345.766,360.156,358.398,1,1,1,2,-1.1843
5682,secundaria,secundaria,0,0,1,520.597,511.09,553.549,1,1,1,3,-0.6563
5683,secundaria,sin informacion,1,0,1,373.063,380.301,408.742,1,1,0,1,-1.4587
5684,bachillerato,bachillerato,0,1,1,323.207,232.863,262.598,1,1,1,1,-0.5984
5685,secundaria,secundaria,1,0,1,358.946,334.062,359.187,0,1,0,2,-2.1983
5686,bachillerato,bachillerato,0,0,1,433.526,452.07,400.768,1,1,1,0,-1.0952
5687,bachillerato,bachillerato,0,0,1,489.747,473.299,463.736,1,1,1,6,1.4979
5688,bachillerato,bachillerato tecnico,0,1,1,547.222,557.512,499.88,0,1,1,2,0.0052
5689,secundaria,primaria,1,0,0,346.423,407.137,341.88,0,1,0,1,-2.9654
5690,secundaria,secundaria,0,1,1,426.849,489.267,408.263,1,1,1,3,-0.1244
5691,bachillerato,bachillerato,0,1,1,376.393,446.917,354.501,1,1,1,1,-0.1309
5692,primaria,secundaria,0,0,0,339.84,364.667,327.438,0,1,1,0,-2.782
5693,secundaria,secundaria,1,1,1,401.863,414.493,409.759,0,1,1,0,-2.1671
5694,bachillerato,bachillerato tecnico,1,1,1,364.184,448.629,385.223,1,1,1,2,0.9331
5695,bachillerato,bachillerato,0,0,1,318.262,403.45,392.868,1,1,1,1,-1.184
5696,bachillerato tecnico,secundaria,1,0,1,443.749,382.48,423.677,1,1,1,2,-0.9123
5697,bachillerato,bachillerato,0,0,0,388.823,399.828,353.5,0,1,0,1,-0.4074
5698,bachillerato,bachillerato,0,1,1,390.627,420.997,421.936,1,0,0,1,-0.9725
5699,bachillerato,bachillerato,1,1,1,378.515,437.886,414.183,1,1,1,4,-0.2053
5700,primaria,bachillerato,1,0,0,294.848,240.415,225.795,1,1,0,1,-2.0737
5701,secundaria,secundaria,0,0,1,428.918,485.311,465.599,0,1,1,0,-2.0494
5702,bachillerato,bachillerato,0,0,1,431.783,360.135,365.085,1,1,1,2,0.5564
5703,secundaria,secundaria,0,0,1,412.925,432.591,449.178,0,1,0,1,-2.3348
5704,secundaria,secundaria,1,0,0,330.769,328.963,322.277,0,1,0,0,-2.7949
5705,bachillerato,bachillerato,1,0,1,474.314,582.636,545.736,1,1,1,3,0.7323
5706,primaria,secundaria,1,1,0,320.408,265.721,297.713,1,1,0,1,-2.0132
5707,bachillerato,bachillerato,0,0,1,384.418,382.141,400.233,1,1,1,1,-0.84
5708,primaria,secundaria,1,0,1,400.946,441.99,390.223,1,1,1,1,-2.0339
5709,bachillerato,bachillerato,0,1,1,445.315,540.695,466.197,0,1,1,3,1.2937
5710,secundaria,secundaria,1,0,1,312.838,233.586,275.615,1,0,1,0,-0.5168
5711,bachillerato tecnico,primaria,1,1,1,413.035,459.45,454.244,1,1,1,2,1.074
5712,primaria,bachillerato tecnico,1,0,1,356.622,408.445,396.876,0,0,1,0,-1.5447
5713,bachillerato,bachillerato,1,1,1,350.497,423.299,387.793,0,1,1,0,0.1594
5714,bachillerato tecnico,bachillerato tecnico,1,1,1,452.443,463.714,441.732,1,1,1,4,1.8248
5715,bachillerato,bachillerato,1,0,1,337.626,291.521,290.505,1,1,1,2,0.3464
5716,menos que primaria,menos que primaria,1,0,0,345.06,408.509,363.781,0,1,1,0,-3.2217
5717,secundaria,bachillerato,1,0,1,458.032,508.464,449.192,0,1,1,1,-0.8493
5718,bachillerato tecnico,bachillerato tecnico,1,1,1,500.015,510.787,512.005,1,1,1,6,1.2054
5719,secundaria,secundaria,0,1,1,403.518,345.624,403.873,1,1,1,3,-0.6059
5720,secundaria,bachillerato,0,1,1,491.987,608.243,557.355,0,1,1,3,-0.2498
5721,bachillerato tecnico,bachillerato tecnico,0,1,1,286.895,246.428,302.522,0,1,1,1,-0.2209
5722,secundaria,secundaria,1,0,1,348.69,463.468,437.546,0,1,0,2,-1.9101
5723,bachillerato,bachillerato tecnico,1,1,1,468.933,534.525,483.411,0,1,1,1,-1.1304
5724,secundaria,primaria,0,0,1,384.642,503.058,428.109,0,1,1,2,-2.7519
5725,bachillerato,bachillerato,0,0,1,295.354,332.043,283.113,1,1,1,0,0.0539
5726,bachillerato,primaria,0,0,1,474.141,420.019,456.285,1,1,1,1,-0.998
5727,bachillerato tecnico,bachillerato tecnico,1,0,1,518.739,647.852,530.459,1,1,1,2,0.3061
5728,bachillerato,bachillerato,1,0,1,477.89,476.588,489.466,0,1,0,2,-1.2827
5729,menos que primaria,secundaria,1,0,1,446.021,458.903,441.524,1,1,0,3,-2.493
5730,bachillerato tecnico,bachillerato tecnico,0,1,1,415.533,456.644,435.142,1,1,1,2,0.5806
5731,secundaria,secundaria,0,0,0,337.401,247.608,327.491,1,1,0,1,-2.2774
5732,bachillerato,secundaria,0,1,1,436.172,432.727,481.502,1,1,1,0,-1.8027
5733,bachillerato,primaria,0,1,1,274.967,261.941,226.597,1,1,0,1,-0.1098
5734,bachillerato,bachillerato,1,0,1,430.063,507.638,455.408,0,1,1,1,-0.6489
5735,bachillerato tecnico,secundaria,0,0,1,422.438,463.346,458.394,1,1,1,3,0.5915
5736,bachillerato,bachillerato,0,1,1,362.532,332.885,358.476,1,1,1,1,-0.6491
5737,primaria,secundaria,0,0,1,330.284,365.046,325.479,1,1,1,3,-0.8563
5738,bachillerato tecnico,secundaria,1,0,1,583.19,588.982,584.151,1,1,1,4,-1.6644
5739,secundaria,primaria,0,0,1,444.355,485.057,507.791,0,1,1,0,-2.2886
5740,bachillerato,secundaria,0,0,1,406.538,484.472,449.669,0,1,1,1,0.0568
5741,secundaria,secundaria,1,1,1,361.259,319.519,383.858,1,1,1,1,-1.0276
5742,bachillerato,bachillerato,1,1,1,438.637,559.178,506.446,1,1,1,3,1.4189
5743,bachillerato,bachillerato,0,1,1,560.546,578.74,580.274,0,1,1,3,0.3444
5744,bachillerato,secundaria,1,0,1,446.834,489.767,434.001,0,1,1,0,-0.6652
5745,bachillerato,bachillerato,1,0,1,354.459,321.007,307.482,1,1,1,1,-1.3042
5746,bachillerato,secundaria,1,1,1,512.149,568.215,530.996,1,1,0,2,-1.121
5747,bachillerato,bachillerato,0,1,1,537.976,572.915,515.311,1,1,1,3,0.6718
5748,secundaria,bachillerato tecnico,0,0,1,405.192,465.645,520.012,0,0,1,3,0.6078
5749,bachillerato tecnico,bachillerato tecnico,1,1,1,471.332,537.866,462.235,1,1,1,1,0.6168
5750,bachillerato,bachillerato,0,0,1,426.233,429.25,471.206,1,1,1,2,-0.1254
5751,secundaria,primaria,1,1,1,363.761,388.568,358.706,1,1,1,2,-0.9929
5752,bachillerato tecnico,bachillerato,0,0,1,473.072,455.957,499.346,1,1,1,1,0.4821
5753,bachillerato,bachillerato,0,1,1,447.812,419.243,482.136,0,1,1,1,-1.04
5754,bachillerato,secundaria,1,1,1,358.178,364.454,347.284,0,1,1,3,-0.5634
5755,menos que primaria,bachillerato,1,0,1,393.826,419.595,408.902,1,0,0,0,-1.7394
5756,bachillerato,bachillerato,1,0,0,299.701,424.562,377.374,0,1,1,0,-1.8266
5757,secundaria,bachillerato,0,0,1,332.598,247.896,259.024,1,1,1,1,-1.7716
5758,bachillerato tecnico,bachillerato tecnico,0,1,1,505.236,486.376,506.203,1,1,1,4,0.0881
5759,secundaria,primaria,1,0,0,461.375,540.215,504.689,0,1,1,3,-1.0574
5760,secundaria,bachillerato,1,1,1,255.517,358.824,286.34,0,1,0,2,-0.6721
5761,secundaria,bachillerato,1,0,1,405.114,436.151,438.476,1,1,0,0,-2.027
5762,bachillerato,bachillerato,0,0,1,508.017,471.037,443.858,1,1,1,1,0.4836
5763,bachillerato,bachillerato,0,1,1,535.455,600.807,600.07,1,1,1,2,0.6556
5764,bachillerato,secundaria,1,0,0,316.04,339.838,388.835,0,1,0,0,-2.1969
5765,bachillerato,bachillerato,1,0,1,372.092,413.712,378.865,1,1,1,2,-1.0943
5766,primaria,menos que primaria,1,0,1,402.848,452.207,440.016,0,1,1,1,-2.6822
5767,bachillerato,primaria,1,1,1,357.24,388.807,388.999,1,1,1,0,-0.2345
5768,primaria,primaria,1,0,1,401.869,364.551,417.183,1,1,0,1,-2.5437
5769,bachillerato,bachillerato,1,0,1,459.516,431.871,506.719,0,1,1,1,-1.4233
5770,bachillerato tecnico,secundaria,0,0,1,510.665,511.234,520.473,1,1,1,1,0.4939
5771,bachillerato tecnico,bachillerato,1,0,1,428.347,456.642,520.267,1,1,1,3,0.7814
5772,bachillerato tecnico,bachillerato tecnico,1,0,1,447.727,518.011,509.447,0,1,0,1,-0.3098
5773,bachillerato,bachillerato,0,0,1,312.067,368.124,383.499,1,1,0,1,-1.3072
5774,menos que primaria,secundaria,1,0,1,342.95,323.343,312.394,0,1,1,1,-1.6104
5775,bachillerato,bachillerato,0,0,1,366.39,337.331,351.246,0,1,1,0,-1.4043
5776,bachillerato,bachillerato,1,1,1,507.924,526.103,524.501,1,1,1,3,0.0024
5777,bachillerato,bachillerato tecnico,0,1,1,301.783,327.939,304.499,1,1,1,1,-0.2782
5778,bachillerato,primaria,1,0,1,362.664,424.69,425.707,0,1,1,1,-1.8352
5779,secundaria,secundaria,1,0,1,482.404,496.415,557.686,0,1,1,1,-0.2737
5780,bachillerato tecnico,bachillerato,0,1,1,399.401,494.851,394.082,1,1,1,3,1.094
